rowid,artist,album,track,genre,release_year,null_response,duration_ms,time_signature,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,song_age,popularity_per_year
2572103,Johnny Burnette,Dreamin',Settin' The Woods On Fire,doo-wop,1960,0,123933,,96.921,4,1,0.623,0.641,-6.75,0.0312,0.753,0.0,0.313,0.964,20.0,66,0.303
5439968,New York Philharmonic,Mahler: Symphony No. 4 in G Major,Symphony No. 4 in G Major: Viel langsamer,classical,1960,0,225400,,86.36,2,0,0.116,0.0401,-27.532,0.0407,0.977,0.881,0.146,0.0338,1.0,66,0.0152
134813906,Bhimsen Joshi,Abhanga Vani,Pandhari Nivasa Sakhya Panduranga,bhajan,1960,0,377373,,72.306,3,1,0.343,0.45,-13.929,0.0335,0.964,0.00214,0.103,0.438,20.0,66,0.303
88725235,Jimmy Clanton,Jimmy's Blue,I Wanna Go Home,doo-wop,1960,0,170000,,96.631,5,1,0.65,0.203,-13.978,0.0268,0.697,0.000364,0.0973,0.712,6.0,66,0.0909
14672060,Gogi Grant,Granted... it's Gogi,I'm Getting Sentimental Over You,adult standards,1960,0,208173,,178.086,4,0,0.171,0.182,-15.782,0.0354,0.933,2.59e-05,0.0964,0.0892,2.0,66,0.0303
237678611,Conjunto António Mafra,Antologia 1960-86,Ora Vejam Lá,fado,1960,0,197866,,147.705,7,0,0.544,0.607,-12.042,0.0424,0.646,0.0,0.114,0.821,4.0,66,0.0606
170975804,Les Elgart,The Band with That Sound,Blue Moon,big band,1960,0,177200,,101.719,5,1,0.657,0.136,-17.941,0.0282,0.93,0.599,0.11,0.521,2.0,66,0.0303
26318089,Johann Sebastian Bach,Bach: Complete Organ Works (Analogue Version - 1959-67),"Fantasia and Fugue in G Minor, BWV 542: I. Fantasia",classical,1960,0,401680,,107.322,7,1,0.155,0.162,-11.359,0.038,0.627,0.942,0.15,0.0557,1.0,66,0.0152
62167009,Tak Shindo,Brass And Bamboo,Skylark,exotica,1960,0,158347,,85.046,2,1,0.28,0.148,-15.125,0.0319,0.853,0.846,0.143,0.388,4.0,66,0.0606
193527724,T. M. Soundararajan,Padikkatha Medhai,Ulladhai Solven,devotional,1960,0,252773,,159.039,7,1,0.412,0.461,-10.255,0.136,0.666,8.48e-06,0.339,0.559,14.0,66,0.2121
32067494,Bhimsen Joshi,Jata Pandharisi Abhang Vani,Pavalo Pandhari Vaikunth Bhuvan,bhajan,1960,0,392800,,146.184,7,0,0.412,0.359,-18.451,0.0355,0.764,0.134,0.142,0.708,3.0,66,0.0455
2566277,Pat Boone,Moonglow,The Very Thought Of You,adult standards,1960,0,180773,,80.834,10,0,0.268,0.149,-14.587,0.0318,0.805,0.00014,0.105,0.237,1.0,66,0.0152
80187,Harvey Fuqua,At Last!,Spoonful - Single Version,blues,1960,0,167467,,112.251,1,1,0.66,0.53,-6.64,0.0365,0.519,2.52e-05,0.0947,0.539,39.0,66,0.5909
13627906,Jerold Ottley,O Holy Night: Christmas With Marilyn Horne and The Mormon Tabernacle Choir,White Christmas,choral,1960,0,262053,,80.596,10,1,0.117,0.429,-13.931,0.0423,0.967,0.0304,0.29,0.281,2.0,66,0.0303
95411836,Johnny Mathis,The Ballads of Broadway,Fun to Be Fooled,christmas,1960,0,245973,,112.435,8,1,0.316,0.535,-8.832,0.0445,0.8,0.0,0.168,0.337,1.0,66,0.0152
23508323,Louis Halsey,Britten: Partsongs; Hymn To The Virgin; Missa Brevis,Old Abram Brown,choral,1960,0,270133,,95.366,4,0,0.285,0.0175,-24.386,0.0337,0.991,0.122,0.0971,0.0522,4.0,66,0.0606
752443,Paul & Paula,Don't Let It End,A Perfect Pair,doo-wop,1960,0,132280,,123.847,0,1,0.472,0.254,-8.79,0.0304,0.933,1.21e-06,0.181,0.424,9.0,66,0.1364
124982890,Buddy Greco,Songs for Swinging Losers,These Foolish Things (Remind Me of You),adult standards,1960,0,150080,,85.218,1,1,0.207,0.332,-13.059,0.0381,0.625,1.37e-06,0.399,0.215,1.0,66,0.0152
158218663,The Philadelphia Brass Ensemble,The Antiphonal Music of Gabrieli,Canzon Noni Toni,christmas,1960,0,193400,,95.295,7,0,0.236,0.0826,-14.715,0.0337,0.994,0.92,0.089,0.0646,3.0,66,0.0455
6890646,New York Philharmonic,Tchaikovsky: Ballet Music,"The Sleeping Beauty, Op. 66, TH 13: No. 6, Valse. Allegro",classical,1960,0,293200,,104.166,10,1,0.299,0.236,-14.03,0.0354,0.776,0.874,0.0726,0.434,4.0,66,0.0606
23889061,Antal Doráti,Stravinsky: The Firebird,"The Firebird, K10: XI. Daybreak",classical,1960,0,83720,,113.31,10,1,0.258,0.0726,-29.463,0.0424,0.929,0.0147,0.667,0.0704,1.0,66,0.0152
6890639,David Nadien,Tchaikovsky: Ballet Music,"Swan Lake, Op. 20, TH 12: No. 13, Danses des cygnes. VI Tempo di valse",classical,1960,0,93333,,91.027,2,1,0.383,0.286,-13.18,0.0299,0.551,0.918,0.119,0.15,3.0,66,0.0455
2685324,Patti Page,Golden Hits,Allegheny Moon,adult standards,1960,0,173827,,78.407,0,1,0.357,0.249,-13.668,0.0351,0.942,1.73e-06,0.109,0.151,20.0,66,0.303
15687797,Big Bill Broonzy,The Big Bill Broonzy Story,"Dialogue - Volume I, Track 4",blues,1960,0,53960,,106.413,6,1,0.582,0.162,-23.198,0.736,0.841,0.0,0.427,0.278,2.0,66,0.0303
47471560,Waltel Branco,O Melhor da Festa,Beija-Me,brazilian jazz,1960,0,173080,,104.927,0,0,0.697,0.342,-14.946,0.0369,0.926,0.259,0.0767,0.951,1.0,66,0.0152
34414552,Burl Ives,Burl Ives Sings Irving Berlin,Let's Have Another Cup Of Coffee,christmas,1960,0,137499,,136.075,10,1,0.713,0.0421,-25.163,0.0615,0.929,7.18e-06,0.11,0.597,1.0,66,0.0152
3105884,New York Philharmonic,Nocturne,"Adagio for Strings, Op. 11",classical,1960,0,595960,,88.245,10,0,0.093,0.0712,-21.336,0.0473,0.893,0.907,0.0875,0.0286,38.0,66,0.5758
104369306,The Al Cohn - Zoot Sims Quintet,You 'N Me,You 'N Me,cool jazz,1960,0,280333,,119.016,8,1,0.565,0.596,-11.324,0.0622,0.321,3.03e-05,0.0577,0.746,7.0,66,0.1061
64242106,BB King,King of the Blues,I've Got a Right to Love My Baby,blues,1960,0,195733,,82.436,1,1,0.41,0.592,-3.783,0.0311,0.326,0.0,0.0726,0.479,4.0,66,0.0606
93910150,The George Shearing Quintet And Orchestra,White Satin,Dream,cool jazz,1960,0,150733,,116.994,10,0,0.577,0.203,-16.935,0.0332,0.955,0.898,0.11,0.346,4.0,66,0.0606
5443808,Chicago Symphony Orchestra,Respighi: Pines of Rome; Fountains of Rome & Debussy: La mer,Fountains of Rome: The Villa Medici Fountain at Sunset - Redbook Stereo,classical,1960,0,326480,,73.374,9,1,0.0656,0.0494,-30.67,0.0383,0.772,0.118,0.0972,0.0314,5.0,66,0.0758
83847340,"Melvin ""Lil' Son"" Jackson",Blues Come to Texas,Louise Blues,blues,1960,0,155160,,105.757,9,1,0.743,0.161,-16.267,0.0341,0.969,0.000898,0.114,0.69,1.0,66,0.0152
23756905,Brooks Smith,Heifetz (Various Works),Caprice No. 20 in D,classical,1960,0,157787,,102.149,2,1,0.461,0.19,-20.202,0.0458,0.955,0.115,0.172,0.427,1.0,66,0.0152
5443802,Chicago Symphony Orchestra,Respighi: Pines of Rome; Fountains of Rome & Debussy: La mer,La mer: From Dawn Till Noon on the Sea - Redbook Stereo,classical,1960,0,622213,,75.3,6,1,0.0704,0.0683,-23.98,0.0438,0.954,0.781,0.108,0.0364,4.0,66,0.0606
6890999,New York Philharmonic,Beethoven: Symphonies Nos. 5 & 7,"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace",classical,1960,0,748107,,99.104,0,1,0.321,0.195,-15.773,0.0393,0.842,0.822,0.0981,0.0924,1.0,66,0.0152
752438,Paul & Paula,Don't Let It End,Blue Roller Rink,doo-wop,1960,0,173173,,126.782,3,1,0.551,0.29,-11.185,0.0285,0.978,0.000853,0.148,0.397,4.0,66,0.0606
122565036,Bob Florence Big Band,"Bongos, Reeds, Brass",Clair de Lune,big band,1960,0,230853,,141.005,0,1,0.513,0.611,-10.113,0.0356,0.716,0.847,0.109,0.627,3.0,66,0.0455
49909473,Sara Montiel,B.S.O. Mi último tango. 100 Años de Cine Español (Remastered 2015),Nostalgias - 2015 Remaster,bolero,1960,0,176587,,103.199,7,1,0.418,0.269,-9.69,0.0412,0.771,0.0,0.314,0.314,10.0,66,0.1515
23771288,New York Philharmonic,"Vivaldi: The Four Seasons, Concertos","Concerto for Violin, Strings & Basso Continuo in G minor, Op. 8, No. 2 RV 315 ""Summer"": III. Presto",classical,1960,0,164267,,151.935,0,0,0.322,0.463,-12.872,0.0394,0.858,0.715,0.739,0.627,2.0,66,0.0303
113989870,Johnny Cash,Sings Hank Williams,You Win Again,country,1960,0,141294,,131.299,8,1,0.595,0.437,-9.399,0.0361,0.884,0.000694,0.225,0.767,11.0,66,0.1667
14921995,Otis Spann,Otis Spann Is The Blues (Remastered),Country Boy - Remastered,blues,1960,0,265627,,108.64,0,1,0.532,0.467,-8.028,0.0273,0.988,0.37,0.158,0.527,12.0,66,0.1818
56493536,Paco Aguilera,Fiesta Flamenca (Mono Version),Bulerias,flamenco,1960,0,205403,,123.644,5,0,0.76,0.349,-15.338,0.0527,0.837,0.0282,0.103,0.7,1.0,66,0.0152
15704000,Bukka White,Big Boat up the River,Jump,country blues,1960,0,99527,,137.035,10,1,0.724,0.246,-18.824,0.0658,0.987,0.952,0.102,0.915,3.0,66,0.0455
7110804,Henry Mancini,The Blues and The Beat,"Sing, Sing, Sing",exotica,1960,0,195467,,107.484,7,0,0.594,0.619,-7.212,0.0365,0.719,0.09,0.169,0.691,4.0,66,0.0606
48493474,The Three Suns,On A Magic Carpet,"Terry's Theme (From ""Limelight)",exotica,1960,0,198467,,108.491,7,1,0.645,0.293,-7.271,0.0329,0.798,0.651,0.108,0.612,24.0,66,0.3636
2588692,Cliff Richard,Me And My Shadows/Listen To Cliff,Sentimental Journey - Mono; 1998 Remaster,christmas,1960,0,129227,,83.08,7,0,0.642,0.278,-11.963,0.0369,0.189,0.0,0.125,0.324,1.0,66,0.0152
51620688,Javier Solís,Canciones De Sus Peliculas,Te Amaré Toda la Vida,bolero,1960,0,132973,,108.006,0,0,0.396,0.215,-12.93,0.0348,0.914,1.04e-06,0.116,0.595,23.0,66,0.3485
14705596,Freddy Cannon,Presenting Freddy Cannon,Chattanooga Shoe Shine Boy,doo-wop,1960,0,138760,,88.993,2,1,0.695,0.776,-6.613,0.104,0.631,0.0,0.157,0.959,5.0,66,0.0758
88665287,Jim & Jesse,Y'all Come: The Essential Jim & Jesse,The South Bound Train,bluegrass,1960,0,158373,,158.664,0,1,0.406,0.688,-8.272,0.0303,0.286,6.83e-06,0.638,0.843,13.0,66,0.197
31677676,María Elena Sandoval,Si Fuera Libre,No Volveré,bolero,1960,0,220253,,128.773,9,1,0.491,0.131,-14.402,0.0431,0.961,3.53e-06,0.091,0.294,6.0,66,0.0909
24078665,Vladimir Ashkenazy,Chopin: Etudes,"Études, Op. 25: No. 12 in C Minor",classical piano,1960,0,167667,,115.081,8,1,0.285,0.213,-19.175,0.0354,0.988,0.901,0.113,0.0389,1.0,66,0.0152
7110821,Henry Mancini,The Second Time Around and Other Hits,Tiger!,exotica,1960,0,139440,,103.193,0,0,0.505,0.78,-6.843,0.035,0.576,0.0353,0.335,0.781,3.0,66,0.0455
63388834,Flatt & Scruggs,Songs of Glory,Get On the Road to Glory,bluegrass,1960,0,131867,,147.953,7,1,0.465,0.33,-11.339,0.0305,0.724,0.0,0.393,0.674,1.0,66,0.0152
15815716,Lonnie Johnson,Blues By Lonnie Johnson (Remastered 1991),Blues 'Round My Door - Remastered 1991,blues,1960,0,214560,,95.43,7,1,0.673,0.434,-13.395,0.0358,0.868,0.641,0.422,0.907,1.0,66,0.0152
752460,The Platters,Reflections,Moonlight On The Colorado,doo-wop,1960,0,197440,,60.525,7,1,0.248,0.276,-10.599,0.0282,0.764,0.0,0.277,0.405,21.0,66,0.3182
150116881,Pedro Laza Y Sus Pelayeros,Navidad Negra,El Buré - Instrumental,cumbia,1960,0,176333,,107.015,10,1,0.661,0.684,-9.061,0.157,0.563,0.158,0.162,0.674,4.0,66,0.0606
75549030,Romulo Caicedo,Mi Consentida,Veinte Años,bolero,1960,0,181947,,163.755,1,0,0.7,0.391,-7.822,0.134,0.679,0.0,0.0578,0.943,49.0,66,0.7424
2748517,Big Joe Turner,"Ten Years of Hits -The Singles As & Bs, 1951 - 1960",Hide And Seek,boogie-woogie,1960,0,164333,,150.979,10,1,0.702,0.26,-11.664,0.0471,0.675,0.0,0.0763,0.932,1.0,66,0.0152
4352864,Eugene Ormandy,"Tchaikovsky: Symphony No. 5 in E Minor, Op. 64 & Serenade for Strings in C Major, Op. 48","Serenade in C Major, Op. 48, TH 48: III. Élégie. Larghetto elegiaco",classical,1960,0,480560,,130.929,2,1,0.18,0.148,-18.275,0.0428,0.858,0.889,0.369,0.0665,1.0,66,0.0152
752322,Rosie & The Originals,Presenting Rosie & the Originals,Lonely Blue Nights,doo-wop,1960,0,146653,,198.193,0,1,0.386,0.215,-9.68,0.0357,0.888,0.0,0.193,0.511,36.0,66,0.5455
145588771,Blanca Iris Villafañe,"Con Guitarras, Vol. 1",Con El Sentimiento Herido,bolero,1960,0,183000,,112.493,1,1,0.754,0.436,-9.807,0.0337,0.678,8.6e-06,0.0682,0.678,7.0,66,0.1061
122128877,The Flamingos,Flamingo Favorites,Tell Me How Long,doo-wop,1960,0,130133,,113.961,5,1,0.585,0.348,-13.449,0.0352,0.888,1.07e-05,0.165,0.727,9.0,66,0.1364
4352335,Philadelphia Orchestra,Orff: Carmina Burana [Expanded Edition],Carmina Burana (Cantiones Profanae): Were Diu Werlt Alle Min,classical,1960,0,54667,,145.692,2,0,0.353,0.175,-15.772,0.0347,0.944,0.9,0.29,0.512,1.0,66,0.0152
196063207,P. Leela,Santhi Nivasam (Original Motion Picture Soundtrack),Kalanaina Nee Valape,devotional,1960,0,223547,,87.586,10,0,0.38,0.32,-11.16,0.0736,0.961,0.00133,0.104,0.659,4.0,66,0.0606
88725224,Jimmy Clanton,Jimmy's Blue,I Feel Those Tears Comin' On,doo-wop,1960,0,145680,,68.119,0,0,0.41,0.488,-7.699,0.0314,0.388,0.0,0.115,0.459,27.0,66,0.4091
4352337,Philadelphia Orchestra,Orff: Carmina Burana [Expanded Edition],Carmina Burana (Cantiones Profanae): Olim Lacus Colueram,classical,1960,0,211907,,86.52,6,0,0.228,0.152,-23.04,0.044,0.946,0.105,0.0849,0.0529,1.0,66,0.0152
34850190,Jackie Gleason,Opiate d'Amour,When Your Lover Has Gone,easy listening,1960,0,142067,,76.837,7,0,0.18,0.068,-18.361,0.033,0.498,0.00212,0.0946,0.0495,35.0,66,0.5303
13724669,Kurt Edelhagen,Ballroom in London,The Gipsy,big band,1960,0,130680,,89.688,8,1,0.499,0.221,-11.433,0.0257,0.717,0.801,0.157,0.494,1.0,66,0.0152
2572108,Johnny Burnette,Dreamin',I Really Don't Want To Know,doo-wop,1960,0,125173,,142.178,0,1,0.439,0.478,-9.685,0.031,0.562,0.0,0.24,0.671,6.0,66,0.0909
6890930,Naomi Segal,"Children's Classics: Prokofiev, Saint-Saëns, Britten",Le Carnaval des Animaux: Grand Fantaisie Zoologique: III. Hémiones,classical,1960,0,35227,,97.957,0,0,0.423,0.17,-23.05,0.0366,0.981,0.935,0.362,0.786,2.0,66,0.0303
6890817,Glenn Gould,Glenn Gould in Concert (1951-1960),"Goldbergvariationen, BWV 988: Aria (Der englische Patient): Variatio 16. Ouverture. a 1 Clav.",classical piano,1960,0,71867,,126.492,7,1,0.375,0.228,-17.751,0.0427,0.987,0.814,0.166,0.655,1.0,66,0.0152
13627915,Richard P. Condie,O Holy Night: Christmas With Marilyn Horne and The Mormon Tabernacle Choir,What Child Is This?,choral,1960,0,222987,,133.057,4,0,0.188,0.0476,-27.462,0.0374,0.985,0.000302,0.103,0.0974,20.0,66,0.303
124941924,Celio Gonzalez,Mas Éxitos De Sonora Matancera,Demanda El Corazón,bolero,1960,0,171640,,101.638,2,0,0.559,0.253,-10.706,0.0279,0.513,0.0,0.272,0.433,1.0,66,0.0152
58946773,Arthur Lyman,"Taboo, Vol. 2: New Exotic Sounds of Arthur Lyman",Taboo Tu,exotica,1960,0,128067,,122.816,5,1,0.721,0.209,-19.821,0.0511,0.133,0.00342,0.114,0.568,10.0,66,0.1515
76553972,Najat Al Saghira,Nagat,Ayazon,egyptian pop,1960,0,1197990,,100.109,8,0,0.345,0.153,-10.417,0.0377,0.968,4.99e-05,0.183,0.323,17.0,66,0.2576
6767023,Hugo Montenegro,Bongos & Brass,In The Hall Of The Mountain King,exotica,1960,0,204427,,154.172,7,1,0.367,0.583,-16.51,0.126,0.877,0.863,0.0891,0.4,7.0,66,0.1061
49192921,Big Joe Williams,Tough Times,Yo Yo Blues (A Levee Camp Moan),blues,1960,0,190240,,90.046,10,1,0.639,0.381,-12.728,0.0739,0.923,0.0235,0.0877,0.775,1.0,66,0.0152
15447518,David Rose,Like Blue,(What Did I Do To Be) So Black And Blue,exotica,1960,0,192854,,79.71,5,1,0.312,0.192,-17.386,0.0281,0.985,0.535,0.171,0.308,2.0,66,0.0303
62167011,Tak Shindo,Brass And Bamboo,Bali Ha'i - Remastered 1995,exotica,1960,0,145907,,73.705,7,0,0.177,0.264,-14.405,0.0467,0.846,0.575,0.268,0.0385,25.0,66,0.3788
147085793,Billy Mure and His Orchestra,Strictly Cha Cha,Volare,exotica,1960,0,141149,,117.662,0,0,0.68,0.536,-9.204,0.0301,0.217,0.0229,0.553,0.962,1.0,66,0.0152
49656915,Josh White,Spirituals & Blues,I Don't Intend to Die in Egypt Land,country blues,1960,0,183236,,143.696,2,1,0.628,0.18,-16.614,0.14,0.809,0.00208,0.102,0.549,1.0,66,0.0152
4462007,Igor Markevitch,Bizet: Carmen Suite No. 1 & No. 2; L'Arlésienne Suite No. 1 & No. 2,L'Arlésienne Suite No. 1: Carillon,classical,1960,0,280583,,132.2,4,1,0.249,0.0773,-17.916,0.0355,0.989,0.844,0.123,0.0851,10.0,66,0.1515
35383740,The Louvin Brothers,Satan Is Real,Satan Is Real,christian country,1960,0,181733,,124.254,9,1,0.603,0.194,-14.069,0.0577,0.71,0.0,0.0921,0.389,32.0,66,0.4848
30259251,The Modern Jazz Quartet,Pyramid,It Don't Mean a Thing (If It Ain't Got That Swing),cool jazz,1960,0,302200,,94.291,5,0,0.557,0.0922,-23.529,0.0402,0.759,0.012,0.0838,0.645,20.0,66,0.303
15687804,Big Bill Broonzy,The Big Bill Broonzy Story,"Swing Low, Sweet Chariot",blues,1960,0,170533,,73.279,4,1,0.329,0.05,-15.42,0.06,0.93,5.67e-06,0.391,0.207,3.0,66,0.0455
29661607,Hermes Nye,Songs of the Civil War,Old Abe Lincoln,dark cabaret,1960,0,72813,,116.637,4,1,0.728,0.207,-11.634,0.157,0.955,0.0846,0.109,0.769,2.0,66,0.0303
89494256,Los Cinco Latinos,La Historia,Amor Joven,bolero,1960,0,129515,,121.727,8,1,0.466,0.397,-11.02,0.0353,0.782,3.39e-05,0.127,0.416,3.0,66,0.0455
7102768,Walter Wanderley,O Sucesso É Samba,Ninho Do Nonô,bossa nova,1960,0,137520,,98.592,6,0,0.731,0.651,-10.063,0.0366,0.864,0.857,0.17,0.969,1.0,66,0.0152
15815722,Lonnie Johnson,Chicago Blues,She's Making Whoopee In Hell Tonight,blues,1960,0,188683,,99.282,1,1,0.599,0.327,-5.759,0.0363,0.978,0.0,0.068,0.615,3.0,66,0.0455
76362108,Doris Day,Show Time,A Wonderful Guy,adult standards,1960,0,134000,,103.83,9,1,0.694,0.287,-12.176,0.0288,0.854,0.0,0.476,0.723,7.0,66,0.1061
145588779,Blanca Iris Villafañe,"Con Guitarras, Vol. 1",Problema,bolero,1960,0,175627,,113.389,5,1,0.797,0.441,-10.293,0.0544,0.618,0.0,0.0975,0.553,2.0,66,0.0303
129922480,The Flamingos,Requestfully Yours,Never in This World,doo-wop,1960,0,145120,,112.219,2,1,0.308,0.364,-6.961,0.0295,0.868,0.0,0.417,0.291,2.0,66,0.0303
49813471,Roosevelt Sykes,The Honeydripper,Pocketful Of Money,blues,1960,0,152000,,89.347,8,1,0.481,0.452,-9.637,0.0456,0.872,0.00549,0.14,0.691,20.0,66,0.303
2483396,Brenda Lee,Brenda Lee,Wee Wee Willies,christmas,1960,0,128387,,147.644,3,1,0.618,0.598,-10.841,0.0541,0.771,0.0,0.402,0.699,13.0,66,0.197
7110756,Henry Mancini,The Blues and the Beat,"Hellow, Young Lovers",exotica,1960,0,210489,,114.511,0,1,0.597,0.394,-15.781,0.046,0.787,0.00096,0.266,0.449,12.0,66,0.1818
79753127,Alan Mills,Canada's Story in Song,When the Ice Worms Nest Again,folk,1960,0,75720,,112.425,8,0,0.86,0.0413,-23.048,0.0925,0.976,0.00188,0.129,0.678,2.0,66,0.0303
60295728,Don Ralke,The Savage And The Sensuous Bongos,Saoco,exotica,1960,0,144320,,111.205,5,0,0.473,0.383,-26.771,0.088,0.797,1.09e-05,0.0704,0.363,4.0,66,0.0606
6890619,New York Philharmonic,The Joy of Christmas,"Nutcracker Suite, Op. 71a: Overture. Allegro giusto",classical,1960,0,127133,,152.217,2,1,0.362,0.203,-22.933,0.0392,0.891,0.972,0.348,0.453,1.0,66,0.0152
14725995,Willie Dixon,Songs of Memphis Slim & Willie Dixon,Joggie-Boogie,blues,1960,0,208147,,101.044,5,1,0.45,0.389,-12.0,0.0716,0.443,0.811,0.182,0.831,2.0,66,0.0303
104369311,The Al Cohn - Zoot Sims Quintet,You 'N Me,Love For Sale,cool jazz,1960,0,299067,,141.248,8,1,0.491,0.674,-10.585,0.052,0.343,1.54e-05,0.0801,0.776,6.0,66,0.0909
64233354,Mance Lipscomb,Presenting Mance Lipscomb,Ain't You Sorry,country blues,1960,0,140480,,81.241,2,1,0.45,0.28,-13.387,0.0442,0.899,0.00389,0.122,0.77,2.0,66,0.0303
60295739,Don Ralke,The Savage And The Sensuous Bongos,Safradesia,exotica,1960,0,207627,,137.439,2,1,0.65,0.452,-22.686,0.0481,0.225,0.747,0.0921,0.844,13.0,66,0.197
49299878,Shakey Jake,Good Times,Jake's Blues,blues,1960,0,111200,,83.477,5,1,0.723,0.231,-16.682,0.0396,0.885,0.803,0.121,0.734,1.0,66,0.0152
13636633,Édith Piaf,A L'Olympia 1961,Les Mots d'amour - Live à l'Olympia 1960,chanson,1960,0,217400,,102.182,0,1,0.407,0.45,-13.267,0.269,0.812,0.0,0.73,0.659,7.0,66,0.1061
86579,Dean Martin,This Time I'm Swingin',True Love - Remastered,christmas,1960,0,152733,,112.346,7,1,0.533,0.138,-16.204,0.034,0.721,0.0,0.0601,0.445,35.0,66,0.5303
5712611,Kishore Kumar,Jhumroo (Original Motion Picture Soundtrack),Koi Hamdam Na Raha,bangla pop,1960,0,204234,,81.731,2,1,0.476,0.452,-6.667,0.0327,0.815,0.0259,0.21,0.261,18.0,66,0.2727
2736883,Sister Rosetta Tharpe,Sister Rosetta Tharpe,I Couldn't Hear Nobody Pray,blues,1960,0,116880,,73.163,2,0,0.617,0.578,-8.419,0.0562,0.761,0.0,0.342,0.828,1.0,66,0.0152
25401727,Jimmy Witherspoon,Jimmy Witherspoon,Jump Children AKA Good Jumpin',blues,1960,0,169278,,154.017,1,1,0.668,0.373,-9.631,0.0751,0.879,0.000181,0.0458,0.617,1.0,66,0.0152
15815728,Lonnie Johnson,Chicago Blues,Chicago Blues,blues,1960,0,167745,,90.684,2,1,0.614,0.526,-6.74,0.0353,0.948,9e-05,0.199,0.773,1.0,66,0.0152
30695407,Shorty Rogers,The Swingin' Nutcracker,Flowers for the Cats (Waltz of the Flowers),cool jazz,1960,0,209960,,114.231,3,1,0.623,0.379,-14.0,0.0432,0.858,0.791,0.108,0.735,1.0,66,0.0152
49669055,The Ray Conniff Singers,Young At Heart,These Foolish Things (Remind Me Of You),christmas,1960,0,144133,,78.568,7,1,0.323,0.481,-14.593,0.0342,0.932,0.00169,0.298,0.475,6.0,66,0.0909
2758730,John Lee Hooker,That's My Story,Wednesday Evenin' Blues,blues,1960,0,214000,,172.187,6,1,0.422,0.0335,-20.124,0.0507,0.774,0.00097,0.109,0.243,27.0,66,0.4091
786460,The Zodiacs,Running Around,Please,doo-wop,1960,0,149600,,119.338,10,1,0.561,0.663,-7.736,0.0367,0.515,2.12e-05,0.27,0.645,1.0,66,0.0152
5712607,Kishore Kumar,Jhumroo (Original Motion Picture Soundtrack),Aa Ja Tu Aa Ja Aji Na,bangla pop,1960,0,275592,,97.076,5,0,0.42,0.787,-6.447,0.228,0.967,0.0579,0.728,0.794,2.0,66,0.0303
15815741,Elmer Snowden,Blues & Ballads (Remastered 2025),Haunted House - Remastered 2025,blues,1960,0,300672,,179.232,3,1,0.465,0.0577,-19.305,0.0529,0.952,0.000203,0.112,0.186,6.0,66,0.0909
89629383,Rey Caney,El Rey Caney Del Ritmo,30 Kilos,bolero,1960,0,167027,,104.067,2,0,0.59,0.551,-14.514,0.0715,0.7,0.0,0.135,0.961,1.0,66,0.0152
8162490,B.B. King,B.B. King Sings Spirituals,I'm Working on the Building,blues,1960,0,169067,,174.122,9,0,0.44,0.83,-6.256,0.223,0.586,5.84e-06,0.206,0.788,8.0,66,0.1212
15930837,Alexander Schreiner,Rock of Ages - 30 Favorite Hymns (with The Philadelphia Brass Ensemble & Percussion & Alexander Schreiner),"Holy, Holy, Holy - Voice",choral,1960,0,226067,,77.495,4,1,0.191,0.138,-17.177,0.0335,0.973,0.00286,0.0854,0.136,8.0,66,0.1212
2572098,Johnny Burnette,Dreamin',Lovesick Blues,doo-wop,1960,0,122800,,146.058,7,1,0.598,0.609,-10.202,0.0407,0.738,0.0,0.0758,0.92,9.0,66,0.1364
58843695,Leny Eversong,Grandes Vozes,Gangazuma,brazilian jazz,1960,0,149067,,111.138,5,1,0.545,0.35,-7.391,0.0416,0.845,0.000207,0.155,0.446,1.0,66,0.0152
62167562,Si Zentner,The Swingin’ Eye,Melancholy Serenade,exotica,1960,0,169667,,68.776,9,1,0.263,0.157,-16.765,0.0364,0.976,0.932,0.188,0.0699,5.0,66,0.0758
88883599,Las Tres Conchitas,Evocación Trío Garnica Ascencio,Confesión,bolero,1960,0,193027,,202.567,10,0,0.197,0.312,-6.967,0.0324,0.873,9.64e-06,0.156,0.265,1.0,66,0.0152
2879757,Buddy Morrow,Revolving Bandstand,Kiss Of Fire,big band,1960,0,188560,,129.471,7,0,0.485,0.717,-6.989,0.0347,0.721,0.796,0.0635,0.883,5.0,66,0.0758
15578882,The Marcels,One Last Kiss,Footprints In the Sand,doo-wop,1960,0,142013,,125.945,0,1,0.548,0.472,-10.597,0.0386,0.62,0.0,0.649,0.966,1.0,66,0.0152
7102785,Walter Wanderley,Sucessos Dançantes Em Ritmo De Romance,Oh! Carol,bossa nova,1960,0,174799,,135.717,10,1,0.712,0.502,-9.979,0.0368,0.819,0.853,0.137,0.955,1.0,66,0.0152
91702,Celio Gonzalez,Los Últimos De Celio González,Mujer Fatal,bolero,1960,0,169587,,93.143,5,1,0.608,0.22,-8.536,0.0407,0.763,0.0,0.124,0.654,2.0,66,0.0303
48763045,Jesse Belvin,Mr. Easy,The Best Is Yet To Come,doo-wop,1960,0,145240,,128.366,5,0,0.571,0.457,-8.571,0.0956,0.791,0.0,0.0534,0.716,2.0,66,0.0303
